"SHA","Message","","",""
"976e5f7f2e7472fee33c5340a6042874af9c7c61","Fix #129627","","",""
"0f22f2d343e33b03e8033d1083513072f58ece21","Fix #129588","","",""
"dfc8b8175d8f79e1f9732b0ec755dbb506f40290","Fix #125798","","",""
"10ed0211da365254a227fe52dd04961b7e12824b","Fix for 7d643d3 to pass build","","",""
"5d8272dc482e317aff210c3056569fdf353663c9","Fix build","","",""
"a7a83c588ed4b188bba39f88aed8b9b14adb7d42","Fix #129694","","",""
"c6fa1cc8b94d12a581e079e9aeb73190e560115d","Fix #129649","","",""
"e6b55f3e94d40ca43d07d9234154101fc1bd26e5","Fix #129083","","",""
"4ef050e5646b8035fe5b447723d268f1cb240635","Fix #120180","","",""
"d5e4caf663df34cfbf2e24e693fc7c3ba12a8ced","Fix group on configured tasks Fixes #129686","","",""
"9ef29de23f7c2c010d98e48b54f5b87f526815e2","Fix tests/http links","","",""
"5f0eaf63164229c76b00a1203d58b6816e7f4d4e","Fix file scheme folder links in terminal","","",""
"8a9fd5c7e3e2cccd147a16f4f0486f396f7d7b3e","Fix #128357","","",""
"bedf59228c20dabea2ce3f70486d177332582aa6","Fix user tasks in single file mode","","",""
"d26fe87b52e6a9355ea1af7e5a834f7177cfa6ec","Fix hover status bar styles","","",""
"762f213a29109d70e89b54d4232de97f51f8187c","Allow notebook cell editor taking focus when it's on body. The notebook can lose focus"," 27 Jul 2021 19:42:03 -0700","pending",""
"81328ae36052f2babb0d0d9d0af97de913cf6b41","Fix 129535","","",""
"515674f65ef63f5037d93cef10be758a1d1a7c8c","Fix slowness caused by complex context key expression. See #129625","","",""
"282dd872e215f4777f54c057f26ebcd117c4cfd0","Fix #129502. Builtin extensions are stricter and require ""web"" set for web extensions","","",""
"10b662891f2ccef7f11aa6589de1a489d5610656","Fix #129618","","",""
"68a115bdd122026d1c9a2e57fdf4a02ef333ef3f","Fix #129549","","",""
"03d2d9cebf768b70b2c43e027c4c2b96814ecf2f","Fix other bad accessor uses","","",""
"47fac2bac656052068eb8a9696f70bb743137e2e","Fix accessor after await","","",""
"e1e66f336c404cad38f77e8e114fae046a7b737c","Fix show tasks when not tasks are running Fixes #129452","","",""
"e0b020da56cc82a4fcdc9e80498c4584431525c0","Fix #129547","","",""
"ee4e8a792274bc991fe716067bff01f34717a8b0","Fix #129475","","",""
"ca28dc10d78296d10befc1df3c298a1771c5d98d","Include terminal scheme in recently opened anything quick access. Fixes #128445","","",""
"e91bc4fd9127f44e7eeaaf580857ac013e28f0b9","Fix a few link tags","","",""
"26625e8fb3d931e6e5c7daf40a4e28e664e19ac3","Fix incorrect buffer slices","","",""
"023c58e5ab0569afa54a3135b2568ac3e7f7db62","Fixed minor types","","",""
"c093b78c9ff1461e7375cef0c3ea21f5dfbaa391","Fix dragging a folder from the the explorer tree to terminal no longer copies folder path (#128419)","","",""
"cc4057b0884c9635f776ef5df4118e95979a06e9","Fix #129426","","",""
"2ad59997418644c33f8c802d50ac1a17921216e9","Fix #129366","","",""
"48e034223c6d39bdf5672d0ad60c08b831fa749b","Fix #129266","","",""
"754b1defb093a00249fc5bc9a220eff23e36dda8","Fix save error","","",""
"739cc8974f08eeb57ac6c3f000937ceb0f711501","Fix ipynb serializer","","",""
"7a96058ee56a0451e1f1ad5b48e9f5734efeabc5","Fix handling of default-less enum settings","","",""
"8d813f4af604a0dcd716392f6bf74b0854e241a2","Enable cell code folding when line numbers are enabled Fix #129146","","",""
"25bc9a1b3bae818c97422bdda40f2a2a89de2c28","Fix old welcome page sometimes appearing when default startup editor is readme Ref https://github.com/github/codespaces/issues/3462","","",""
"e938e6c7e8f1bce29ea604b6cc7e0d74b2ec5619","Fix object widget tooltips","pending","",""
"6dca117625c811a35223c2c829967ed95739c0db","Fix extension recommendation notifications for notebooks. Reacts to the cell model showing up in the modelService","","",""
"04485223ebc6a075f39966bf9b3e261359ac7818","Fix `undefined` not allowed for `configFile` in ts-load","","",""
"58c59316f82d9db9aa2a6a818f3f5ddb26e4f2a6","Fixes #129180 (#129202)","","",""
"8de2b6abb857f5fe2bd03b8dec06ff0e7b0e332b","Fix terminal group restoration","","",""
"b1b4c5a351c6ad41a3e64064a2467e6016497714","Fix active terminal event when switching between split terminals","","",""
"42c0c17ceae8f878813a31e7067bd6f0e05b1db9","Fix build script to define window.MonacoEnvironment type","","",""
"760080ab647a59a77d3533ee0f33a86cc4edde72","Fix closing dirty terminal editors","","",""
"5b5766d77dbc8b452c4584abb19fc76897243283","Fix async in terminal ext host and custom pty impl terminals","","",""
"a72a41d2075fe8aba95f9c5e6b8d417696d66dc8","Fixes #128964 by replacing whitespaces/tab with no-break whitespace.","","",""
"847a6d8cd06970bcadbb0b608e0c27e41a76dd36","Fix request position of the inlay hints","","",""
"65c7e324f723a3ad4dd8ec6312d048701eb8f2ca","Fix mimetype picker placeholder","","",""
"49cb8ce9a3056d0ec28e68f12b94376093a3e98a","Fix multiline disposables","","",""
"4a92332728aedecdf5a85d9fda0ca62d494da04f","editor.foldingImportsByDefault shifts code around when you first open a file. Fixes #129127","","",""
"4fd146f5de705c4852b1e177846d27ed08358a17","Fix newWithProfile when args are profiles","","",""
"35cc9582a42044aa1e4598d59ba12348a7de70f0","Fix serializer buffer slice","","",""
"8bcc883c6ab13b514fce2bcb37379914c673330d","Fix #128756","","",""
"715798221bdff8755509e36f954ce4f68c650e17","Fix typo in github-authentication/github.ts (#129100)","","",""
"ef55a57968e30be8cbe82a2844277550d5c79da4","Fix #127903","","",""
"48c9fd113026734f1040079f0181ae06b023bfcf","do not change storage when previewing. Fixes #129051","","",""
"3c09e4e7651c30ecf470418831894982512b9818","Fix support for builtin renderers (#128453)","","",""
"c43332b2c3f8fd647f43d8c0f88699b40b91a5ae","Fixes #129070","","",""
"ffd3894c408359d75ae121cb090f0e663e9621db","Fix confirmOnKill for git bash","","",""
"8ea03c1d5267d9f47ca5986d956bc58c7029c089","Hide cell animations while paused Fix #127830","","",""
"e2c8ae57084b4a1aa9574a6df59da94692534405","Don't break inputbox layout when pasting in a form feed character Fix #128911","","",""
"532edbf4cb2f9ba96379e6d2e716ab5c4c556ddd","Fix #129008","","",""
"9aad074613f8eb6bbaa453e9e6b2e326ddd11f96","Fix #129011","","",""
"f38d4c3f0829d2f182a807cca31f1562a9ba24b4","Fix #129010","","",""
"c81644034c6ba2a4bcfc90231c76635c0b70735b","Fix URI when trusting parent folder","","",""
"f3570ec4ea19143d849026c6c4c1e1d38e93ee2c","Fix ""stop editing"" action weight so the button has 'escape' as a keybinding hint in the tooltip","","",""
"98c1d62c680b9dec95eca23620e6d7e7dbc1a637","Fix setting rendered with wrong height Fix #128563","","",""
"68916178c8cb29ea1e4495e9eab452aa2ea0b560","Support enablePreviewFromQuickOpen again. Fixes #128755","","",""
"5e7c82a05aa8fb6dc5613729af9c3cc889fb1a90","Add notebook cell editor bg colors (Fixes #128885)","","",""
"7704466742a1fc1b0837e3a3e91eb856f1eb2ca9","Fix #120702","","",""
"d2952be801518964cf7525d7966f5d93ce223a40","Fix #125048","","",""
"40a526594b77518867e183db07ac41706a24d087","Fix #128691","","",""
"56cbde963b21df57511b768bc15bde6fe3eb72c0","Fix #128796","","",""
"08e5cccb113d309ffec951f2ed88290cf2535fb1","Fix #127898","","",""
"ac6d8c060581a0f2c7efe5017f2f07be1c1e7079","Fix --verbose flag in code-web.js","","",""
"ebb237c64c2f8db9f94d3a468dae4be930f3eb1b","Fixes #128670","","",""
"b4947565d28f09f9f3d5190cae7178c28784572d","Fix run active file in remote","","",""
"f70995e90df393c0e6b716b97bdf45cfcb73c33b","Fix #128798","","",""
"d9d118c7f7dedfc8f841b551190d6f0a5aabe451","Fix compiler errors","","",""
"15c86782298a32e175b476673e1511d3ae43ed49","Fix #128843","","",""
"4b6444d73bb7ae2c9ba0c1bda37e574e8c232fd4","Fix #127855","","",""
"9adf0d85c7a8171b8ae683947039b83830b33536","Fix katex telemetry","","",""
"3cd98a5056a602fba9f6f5d3704c410766922aa7","Fix flakiness in test and re-enable","","",""
"5236497ededf90b16513fa160a4d3bfdf3fbeeb1","Fix #128740","","",""
"50b3811fdc5b5c80ca516a2edfffedcbd464b033","Revert ""Fix running smoketest multiple times"" See https://github.com/microsoft/vscode/pull/124666/files#r662070269","","",""
"4d694d7dc8cdc782f6739eb322fb3b0713941422","Fix running smoketest multiple times","","",""
"f7380d590b671dd3628ffbea0cb29db72f3e2e2b","Fix #128160","","",""
"47f68a901e397812ee9bbda98291b438c21c9742","Only allocate room for 3 character line numbers in notebook cell editors Fix #128232","","",""
"cf718eb7772034c2faf680bfa6718745289be63c","Fix #128681","","",""
"63fad00228ac91fc5b33c843e7369d5380e53308","Fix misspelling of parameters","","",""
"69e8f8ea0c487283be9279f95f05014e1e64bbe7","Fixes #128528: Skip acquiring workspace storage locks on the local nodejs extension host","","",""
"cfc1f52378bf3aea3d8a698e674922037705fc2e","Fix misclassification","","",""
"547b31104aa98ed1e0cf46f2bd1af1ae9b167dc4","Fix #128244","","",""
"0f37155a78691c91b264c7859efeb10dbca88b45","Getting Started polish (Fixes #128555)","","",""
"4860b6f45b9c132949c58da526f8dc79669ee21b","Fix broken syntax","","",""
"2a893be76c6640de9a69fcd3b09eb8a66ad21c56","Fix custom tree dnd now that tree is created later","","",""
"da7dc39e774bcad64cb9a1a42559a218be60c56a","Fixes #128466 (#128467)","","",""
"0d0a8f1aac4c24ebde2b217a99fb60c42f47734e","Respect task close options on background tasks Fixes #128416","","",""
"67565c0ffcfa7adcf4fe565e26c6600d03d73f91","Fix title casing in workspace trust editor","","",""
"4fb26ee9e6ae29f8d804a77922c4a6c9ee24bc2f","Fixes ReferenceError: Cannot access 'SimplePriorityQueue' before initialization.","","",""
"55c2d4deb7d3458dc20169665b5c22f22b505e19","Fixes flaky unit tests.","","",""
"f6df685c62da50886f7540cbf768ed4333d58bea","Fix #128510","","",""
"c1ae18fad7924af3f4bf4171b8c269b52ce59e21","Fix #26425","","",""
"d2c4418ec409f6723df6007f24bb13275c07a6c4","Fixup boolean logic","","",""
"c43f303015d885832ab6fff9d306b5d7f21358c9","Revert ""Fix#122454: Truncate the long terminal title (#122620)"" (#128483)","","",""
"e04fdf00049c9001026c4c454a6b0b26df904e4d","Fix #128375","","",""
"821e1e577d25690e7119bb017c78d052fcde2f40","Fix#122454: Truncate the long terminal title (#122620)","","",""
"49b83455e07eafdc057964b72d124b3c2a709aec","Fixes off by one bug.","","",""
"b197a3430238712fb1a04b18195839368bca963f","Fix rendering BP when restarting debugging.","","",""
"4189c23b969a33ed34a0ddcd92bea1f4c16609b6","Fix #128121","","",""
"7461a73887e56fd9b5894d44b7e81d14493eb52c","Fixes column to offset conversion.","","",""
"a6f056e1d9b2171b493201cd6be32861bf54c12d","Fixes #128302.","","",""
"2970e66828cbc74613cbdeaaa4cd546173485d0e","Fixes #128268 (#128284)","","",""
"816caf0b901342814bb8f9df4fafae256006a0ca","Fix #128114","","",""
"ba01bbac9c16ec5dc66c61e5ade2d4f8db3eca03","Remove deprecated auth API proposals. Fixes #127144","","",""
"2b8eac33f37b162107ecdebdc47e6e9e613b3a1d","Fix #128210","","",""
"4470166020f79311f5071214163e5e261fc0fa8f","Fix ambiguous error message typo","","",""
"c24621a3ce0b3f19cee10aacc9de515507285301","Finalize StatusBarItem.tooltip: MarkdownString. Fixes #128127","","",""
"d2acdac55d35fd26e26fa44e53216ec896edd28e","Fix `platform` for webviews","","",""
"c8118a49c5ecae7f92c54483f4e96b5bb0bde111","Prevents cursor to move into injected text. Fixes bracket decoration bug.","","",""
"4114792b630d2e516bacab2f00cb158b395d1c71","Fix build error","","",""
"e1d7d8f021dbafcae1060d57daaed1c2afcf0e77","Fix exclusive only bug","","",""
"e81f4cca58b6cf0be4054dbd73dde4edbcc38773","Fix spelling.","","",""
"aa5940f715df07e0242c54258c6528ad2a9c77df","Fix breakpoint view.  Remove ContextKey.","","",""
"ec80e334adf8f5b7c73d43fc053d376a5f0cd73b","Fix BP/pos icon from appearing while scrolling.","","",""
"4b681e19b99810c3690a1663262c46d15aab05db","Fix scroll up.","","",""
"16c268e17a80430a7e62148913dac959748242e3","Fix scrolling","","",""
"601afb43f84d868927291ac5e97e08b990b1b44d","Fix build","","",""
"a541cbf2e759988ccf200a5dc0c98f5f1718bc4e","Fixes #127084","","",""
"a79605c9d57b3293a62f309f520c077c348fdcd4","default light colors list.focusHighlightForeground too close to list.activeSelectionBackground. Fixes #127597","","",""
"35ff4ed62ec6e3e109834b257b2c2e2ede78a9cc","Fix bash icon on Linux","","",""
"f9720e09584e48f85375ba0de2bc8c9ebb737e24","Fix typo in github spaces link","","",""
"3ea98dffb94448c8be7b24dc71412f6de21b37fc","Revert ""remove deprecated auth APIs. Fixes #127144""","","",""
"bd9a3f27d23a23efe6aad0da3a868694630308e5","Fix annotation","","",""
"32bd95664d7cfa2bd732b0df14aaff39222a2e81","remove deprecated auth APIs. Fixes #127144","","",""
"67bd4e206961dadb4e0d5eb368f97d3a031f4d1f","Fix #126805","","",""
"df11c0c61f016aa46cb545b6878999ab7264b4eb","Use active link foreground in workbench hover Fixes #126752","","",""
"b38186b0462f296d163442567d659e7e9c38eed1","Fix #126953","","",""
"23e71e2bccd126844997456d27931853106b04dd","Add pathSeparator to configurationEditing Fixes #128015","","",""
"7499603eceeaeaa4d28678a6893da42d3e3ff3b3","Fix #128032","","",""
"e8a6fb43ad158ad06c965ece74d3ae67f9d347bd","default light colors list.focusHighlightForeground too close to list.activeSelectionBackground. Fixes #127597","","",""
"f21b5dc1eb8f572307e6fccbc6436e6fc5948086","Fix #118765","","",""
"c8070547941b79d6d57214a985cbcfd245a2b42c","Revert ""Check collapse state of tree node when doing recursive refresh (#127071)"" Fixes #127711 This reverts commit c683180c66370823c5218bd20de6942035fbbc87.","","",""
"7be98577055ea0ac50ec79629b2990333db5bc3a","Fixes #115960: Clarify what value of 8 does","","",""
"5cb98db286b44e01b792ea3028473007e09f154c","Disable notebook pause watching Fix #127720","","",""
"74be13f0f4b472b43b4c8ff84ed38ad2f9524567","Fix failing build","","",""
"bfa531d8dcfa3e6f8fa8697ccc86c718dc115424","Fix #125751","","",""
"a77d8821e01da62a5d1cc1f17df9ebdbc3423b6c","Fix #127792","","",""
"98a0782e4acdd5ada46377650f3a9d9fd9b31076","Fix conditional for drag","","",""
"81fa52bfcc894cff767956934626682e195fff56","Fix #126120","","",""
"a1d72aa83a9f0a409c77b82fbb7daba9eaddb319","Fix #127428","","",""
"355880492e0f134638393b4385fa09793a0c2ff5","Fix #127781","","",""
"74f7cc94e8c9c58c9ad4de4a9bfc4e29d2f04b8d","Fix #127786","","",""
"8e16690b350ee10956d32d6b434583abdb169fd1","Fix #127785","","",""
"e33453472be199d8792e3755340f3b36046e8f3b","Fix #127680","","",""
"fa5aaedeca75bb1db097a1d6328b0731d8079e2a","Fix #127780","","",""
"4ac64f292a454093c4ec6d431b1e619b9ae760c2","Fix tasks using default terminal args Fixes #126052","","",""
"0e58632b9bb8e386d71d766c11c898c1bc762de0","Fix workspace saving defaulting to file when remote Fixes #127647","","",""
"1fc68f3cf274141942b424894645a4f7096ec1f1","Revert ""Fix #127621""","","",""
"8b84d649eb1a4e14265f734f2b70f36f2f52a086","Fix #127379","","",""
"07a0575b6cb413785a1e405fe9306d0bbd341403","Fix #127621","","",""
"3cca8288130cb5e0df113571b51c5b62142bb5b0","Fixes #127439: changes keys to a function","","",""
"d1361534764a64a88af784ed4dc2681095e9d879","Fix name","","",""
"578eb5caff98ca74e44e92c311843448046b3afa","Fix iframe search"," 30 Jun 2021 13:26:24 -0700","pending",""
"ee6587fc1015e5e6ca8fdf78532ef111491a767d","Fix sorting start entry contributions","","",""
"055ac27d6cd8f63e98770205ffced9f473fffd8e","Fix #127403","","",""
"a43f1f46957ab8f3173f20a5647e6e7c0c3a2743","Fix #127407","","",""
"c0ddd25430c92faeea92bde2d55b18b7947ffdc9","Fix #127462","","",""
"1d1b9961d7519e4ae1da8010d72124f67e89a56c","sort scopes on filter for getSessions in the github auth provider. Fixes https://github.com/github/codespaces/issues/3109","","",""
"e19b635f598d7bbd89c98a68cbdd38c9e821d7c3","Fix #121856","","",""
"7e05d8c9d9763c57f6957f79282fb32278a4e748","Fixes #127626: Add try/catch around JSON.parse","","",""
"cdd28e77fa2e5c688e41a4558ee35706daa31a56","Fixes #127431","","",""
"57930758db9e2c83f59b9ee1851400bd16192d32","Fix #127583","","",""
"f0c2301c32a5d5e88df697ca992b7f389ff18b1b","Fix #127457","","",""
"a07d5f67838d4f2395e328bc4afb4855f3444c15","Fix #127440","","",""
"7c25545e2498b655185e308429176cd08d443f42","Fix #127548","","",""
"59ce56fe3ece972b14ab2dfde0001bdcf6e4e2be","Fix #127314","","",""
"a651ea4be5bafc9c4d7faf674c799bd35d068582","Fix #127310","","",""
"ffe0bd1deb61ed3a8139b374674e13a42da49d91","Fix settings sync tree views Fixes #127480","","",""
"14b36ff26c62e09cede2dcceceee97538894718c","Changes default value of editor.suggest.previewMode to 'prefix'. Fixes #127347.","","",""
"0de738926da39da263581e0e2e367de82e2cfbd5","Fixes #127410.","","",""
"cc528230987ce3ac61fc4f094ae247d5ff24db3c","Fix browser integration tests","","",""
"b79ede87bb8113b63c16577fd7cd68018c4804d2","Fix #127359","","",""
"ff2022a0a36a039527ce795e73eaeecca28c29f4","Revert ""Fix #127310""","","",""
"b4261b46716ea34a5bd12e7712fe01dd360a916e","Fix unnecessary option","","",""
"1b6883261bbb5c8bc224c070443f2a96a621901c","Fix tabs list icon colors","","",""
"056adf53185c32a0e0aa1bc17a7eeb008846b4cf","Fix change color icons","","",""
"eae301ef2c47f61106ec4d00b2a695775c8586b3","Updated code lens color (Fixes #126899)","","",""
"c0ea58ad41d21240c89cef129a96a0bcf03a93c7","Fix #127215","","",""
"eb3ffc60487327e9c0ae76a3ee7befdd93f3924a","Fix reopen with picker with untitled","","",""
"03dccd65d4014ef16e5b31edb90e28d64e934b69","Fix double execution of new file items","","",""
"5f0e4b814a1fe0667d3c78980244e756df71fb97","Fixes test.","","",""
"e4bf568ed64fb7608e4063acbd2eb85d13660f58","Fix #127310","","",""
"aa32ed5535a915a49b044438837f67ad4ac96c12","Instantiate tree later and use updateOptions Fixes #117679","","",""
"01b0b055d00a2451d6a049c49460f16385e0e4a9","Fix #107854","","",""
"8dbf5b7c035fe665b01bd586f86e0520b6e862e8","Fixes test.","","",""
"b350c9f019e8dba7d88eba0ef4bd9a7b03faf42f","Fix Potential race condition issue when installing the Python extension #124870","","",""
"d2d6c1192ea9d30b5dc591e349feb3f4ffebd273","Fix #127155","","",""
"8a930075f268ab72bf014c514eea8a158c15a921","Fix #127154","","",""
"20ea4daec223277e68019352efc97e3ee975cb45","Fix #124605","","",""
"f47b7ac42ac91a8be74928dbb4064f15d588a235","Fix terminal kill when editor terminal is focused","","",""
"f9f0798c530c0caf0d98e6398a04c61ae38ddb48","Fixes leaking Ghost Text model by properly registering it.","","",""
"af31cacb72d56a74a3294922d1f040e451b39389","Fix split with profile in panel","","",""
"c4f332d5e642cd702e79ff74489095f6eda536dd","Fix icons coming through as strings not codicons","","",""
"46fa76a53266fb85993e2cbbdd214b97e6f6c408","Fix double click open mode in tabs list","","",""
"1ef0e4c7d3820a38510f4dafe732056455b31ffa","Fix that while debugging cannot continue a process that is not in focus","","",""
"44445888fa8513741c3ef7644013f37ed32b978b","Fix #127084","","",""
"e8c7c40eb6ead90824909a5347bcd2477128123e","Fix #127085","","",""
"be9ba61e2a952424e246eb77a8bee5543df41a68","Fixes test.","","",""
"5b4d1c1445590fc119e3375cf98ed3aac6df6eb9","Fixes compile error.","","",""
"4826505658087facc9f9011229cc674150bc4a12","Fix default icon color in terminal editors","","",""
"87d09c2e939aac5d8ae6c938b2bd4e750431a214","Fixes #126306: Use the global context key service when computing primary keybinding for a command","","",""
"0c9b385548f809e6159fd250d885ad48b952bb52","Fix editor -> tabs list dnd","","",""
"9403dff419f40ea13b5b4494e6eb07adae5b3246","Fix terminal dnd to editor","","",""
"231d3ced44ebc9c1ec7c28f681ee3854be684ae9","Fix tabs list -> terminal dnd","","",""
"f74710525b977ce6832dc03829dfa40ee2908ad9","Fix #127067","","",""
"96f528f5c35d97b34739e5b85e3c920b34a8fe3c","Fix bubble badge spacing","","",""
"269be7191274623085e6364c486d6b66f81ddf6e","Fix peek view codicons (Refs #126514)","","",""
"f96515ad0c05df531829bb677db07fb0ec97ce4c","Fix settings dropdown label (Refs #126514)","","",""
"d2e8b2ffd7a43b71a3621461c0e3503d255a876e","Fix scm decoration spacing","","",""
"a354f65bd6cf2200b851e29fe62f293b48090c1b","Disable hising of context lines input box Fixes #126917","","",""
"5716b11561beba271b0459706a7d265a7f9a8743","Fixes #124946 (#125943)","","",""
"ff34f2d4b75c4c628cde3395eadf425377b8c884","Fixes #126750: Mark optional `args` as optional","","",""
"487b51514cdaf27df4bdcd36bedb6a0efab21a3a","Fix possible cell execution statusbar item race","","",""
"bffdb427c7e73ecb785994403abc35fbf1734f0a","Dispose IMenus properly Fix #126365","","",""
"6446b3a8e5b649c6fa6946467f93d81766060fa4","Fix spelling","","",""
"4f253ab46cf16348e09493a47b37f932f5729139","Fix #126663","","",""
"4f222a873074b8051b274c1d9a5343b009f9d50d","Fixes #126808: Convert `file:` URIs to `vscode-file:` also in the web worker extension host when executing on the desktop.","","",""
"027de72f7a0d6ff26e179e1cd8378c6f0362567c","Fixes line length bug.","","",""
"17b2d1c97906d4538990ed3ab0200e3fafb98a35","Fix terminal editor scroll bar styles","","",""
"e72a0879676b890fd0468d67a95efaab984a004f","Fix terminal profile names containing new lines and tabs","","",""
"1b4c1e8892246a320b68403d381b42a41895b7c5","Fix double click focus mode","","",""
"53e7e64f43d6c6943e94fd3245ae8859ffc1fc32","Fix moving terminals from editor to view","","",""
"93a218f98a30071a5452bbc792ee4e984a6ac17b","Fix terminal tab decorations","","",""
"4a40a7e4ea00b53b24e33b394bb6e898336116d0","Fix #126240","","",""
"6afedfdad59d1f1ba4b614341d21c67775e158a9","Fix telemetry event","","",""
"e0ad6209f5a379d44efadab4fa3834c32432ce43","Add `useActiveIcons` option for list to theme codicons (Fixes #126514)","","",""
"f7d6205aa95852f03abe08ecfb16a7c5d68d281f","Fixes #126642 (#126643)","","",""
"8676a3c6a7045d1350dcf88c6e08f26a4490bae4","Fix group service instances","","",""
"9d20e9ff569a65bbbe2b4be5e19308b9abb5cfff","Fix #123270","","",""
"1dab1072ff8881a52612ca0c1e9d316718a4f488","Fixes #126533: Make sure the ASAR path is always added for renderer processes","","",""
"7dea6d7402b55671410a129661cad24b55aed9f4","Fix build","","",""
"63e1edc203fb1dbbfa1ec43e2903ebbf0bcf232f","Add openBrowserOnce to portsAttributes Fixes #124160","","",""
"3802161550e23b64b607666bbcd5bf27610759c0","Only allow workspaces to be saved with file or remote Fixes #126476","","",""
"8d1b3b59f6d218c1d9151f2ff89817a9069b1774","Fix location of onDidChangeTreeData in proposal Part of #32592","","",""
"6b87d7d7a7146036bf4bd155c48817c2bb5e2fa3","Fix #126584","","",""
"574de316d06156fa15c116a62064ab6e3083bf17","Fix issues contributing start eentry but no walkthrough","","",""
"0cbec1ee916fcb99235f2acd874033010c56dd4b","Add some notebook setting enumDescriptions Fix #125229","","",""
"22bec9bafd5a95a7c27865efccfbd0b52a125b12","Fix ""ack height"" running with an out of date cell height Towards #126432","","",""
"526253bc340671db0232a949ac31348230602c51","Remove unneeded vscode-notebook-tests references Fix #126384","","",""
"d9fa6d701f5e988276503907721471fa7686445d","Don't re-reveal the cell when leaving edit mode Fix #126259","","",""
"de0e3e9632c03f0d537fb24e711ac555d1b71c9e","Fix compile","","",""
"e6052161ab485f6c1094c191a778d328990019b0","Merge pull request #126551 from gregvanl/FixAsExternal","","",""
"d9418aa01ee73871086959945f9ffa0d558811f9","Fix backgound task terminals not closing Fixes #126586","","",""
"f0a0c734f320414dc5661c7ac96c6cce67a9814e","Fix #126563","","",""
"bf06adcc48b1d735693f851f0fca58d525654705","Fix #126581","","",""
"92801385a84fcd390a673346f47fe99a8a771da3","Fix inline tab split","","",""
"106c37c2c40b23a29de9734995ea7a4b60759201","When suggest preview is shown","pending","",""
"61b201afb8ae79dc75a44bc679ad697b8e6ab219","When previewing multi-line ghost text","pending","",""
"2c4d92f71930c3122bc4703d931f6bf374847747","Update ghost text when inline completion registry changes. Fixes #126452.","","",""
"dc4ea76f80f127ce37d5eb5d0ce31a09f1f1f5cb","Fixes #126552","","",""
"8c8c9bed36a2e804eb9efb271b086a4a7346fc92","Fix settings toc focus state icon (Refs #126527)","","",""
"c1fb82fdbb43407a95a74c244a05158206ee646f","Settings gear invisible on light theme (Fixes #126527)","","",""
"508894326199fb49b1e962d3781e45b21cd373b6","Invisible codicons on selected cell (Fixes #126514)","","",""
"0297ae8de1387996d0467472d2ed9f7a20d7a9b0","Focus new cell editor when inserting Fix #126441","","",""
"fe850fbb57862948f4c1a1c53d8a802aa16d6ab5","Custom tooltip on the remote indicator. Fixes #126494","","",""
"89d620f4fc6c13599e95dbbde1a044c3c9d1139b","Fix terminal editor cursor border","#20210616.31 failed","",""
"eafba8ce2e8f8ed2087c04e2aa162e4634aa4d71","Fix exception when moving from terminal editor to view","","",""
"a67415bcb13ece4168b2e6f874f174b8606b8f89","[html] Linked Editing is just working for the first opened file. Fixes #126373","","",""
"9c3a109adf9ede9752dbc2f507d51baeb11077ce","Fixes #126408: Support changes in vscode-nls-dev that allow hint comments in package.nls.json","","",""
"b724a7a6dce09a7eddfa1f1d45b1885b15381d3e","Fixes leaking disposable (_menuService.createMenu).","","",""
"e4d6dc639c8671551404fcf0ba707f4b834f2e28","Fix #126420","","",""
"06aa366ab29492fe4e4dad09d53d0e1fe3f11274","Fix #125956","","",""
"41c86e5bb8c29f801d6036b738c0c6b548be58e5","Fix race in proc based port finding","","",""
"7a4e3cd3096aa6183d7acd98aefb24a46bfa493c","Fix timing issue where port detection can fail to start","","",""
"651a3220bf9723da8a4b3a656acaa022ff9d6ba6","Fix task close=false Fixes #126352","","",""
"3f276167d78de92bfd70979edff952e9ed40604d","Fix #125110","","",""
"5ad17be2ef4c2fd6ea481f605fcd0ea58b24195a","Show search field usage tip on focus Fix #121925","","",""
"70ff7460f57c2f05d783cf7ef59d7cb5f01ad78a","Fix initial display value for new items #77458","","",""
"4f1845797cfda610a4c68dbbebf32f6d98e6401a","Fix #126177","","",""
"601249fce91c302e5ff26156317822b3f51718e4","Fix incorrect method typings","","",""
"fe8bb48c197780d58fcee9be5995d4133e3fb7be","Fix timing issue where port detection can fail to start","","",""
"94ff9bf2f501b281ec82e5154c341d277dfa7ee3","Fix task close=false Fixes #126352","","",""
"60d2aeee4b1c3104bd55c99679546168df4f6001","Fix #125110","","",""
"b0ae2854927c19e4de54edd3890ec681f96476e5","Show search field usage tip on focus Fix #121925","","",""
"320216dfe41f04442a74948cd0a3039a0102a6d4","Fix markdown jumping bug; Fix #126178","","",""
"47bccfa1c88a57a8b0c2f496cd6822b6e6d8185c","Fix initial display value for new items #77458","","",""
"668f834374916c567aa3ef655ac5a8b30415121f","Fix #126177","","",""
"a5318df09c48d0f3cff68ac32030305752506ed1","Fix incorrect method typings","","",""
"f1bbe6611d25359ea6b2e7ad77d643e45b9f627f","Fix workspace folder tasks getting parsed extra times","","",""
"b408a6174701c07f9da9d99ee33b8cc7543095b5","Check if .. exists before adding to simple file picker Fixes #125055","","",""
"66ecd8f6a8fc78be6e128654687d227b4c9ee855","make state of trusted extensions correct in storage. Fixes #118486","","",""
"f7dd0d964837a5371b3ba4c645de7b79401a8134","Fix regex that could match a workspace folder plus an extra suffix","success","",""
