Merge branch 'roller/chromium/master'
Merge branch 'master' into roller/chromium/master
Merge pull request #2802 from nekuz0r/device-emulation
Merge pull request #2819 from IonicaBizauKitchen/hash
Merge pull request #2818 from IonicaBizauKitchen/require
Merge pull request #2817 from atom/fix-set-immediate
Merge pull request #2815 from atom/release-resources
Merge remote-tracking branch 'atom/master'
Merge pull request #2800 from seanchas116/app-getlocale
Merge pull request #2798 from jonatasfreitasv/master
Merge pull request #3 from atom/master
Merge pull request #2789 from deepak1556/protocol_response_headers_patch
Merge pull request #2796 from atom/fix-wrong-check-activate-event
Merge pull request #2784 from neutrous/patch-1
Merge pull request #2787 from atom/test
Merge pull request #2785 from atom/fix-devtools-extension
Merge pull request #142 from atom/devtools-focus
Merge pull request #2777 from atom/dock-clicked
Merge pull request #2783 from atom/fix-devtools-extension
Merge pull request #2782 from preco21/master
Merge remote-tracking branch 'atom/master'
Merge pull request #2776 from jaanus/osx-window-titlebar
Merge pull request #140 from deepak1556/net_log_patch
Merge pull request #2774 from atom/browser-window-created
Merge pull request #2773 from atom/require-global
Merge pull request #2762 from GoooIce/master
Merge pull request #2764 from tomashanacek/master
Merge pull request #3 from atom/master
Merge pull request #2760 from preco21/master
Merge remote-tracking branch 'atom/master'
Merge pull request #2757 from atom/jl-web-contents-links
Merge pull request #2751 from atom/jl-bw-prop
Merge pull request #2756 from GoooIce/master
Merge branch 'patch-1' of https://github.com/destan/electron into destan-patch-1
Merge pull request #2750 from atom/jl-doc-bits
Merge pull request #2 from atom/master
Merge pull request #2754 from atom/fix-node-integration
Merge branch 'master' of https://github.com/GoooIce/electron
Merge pull request #1 from atom/master
Merge remote-tracking branch 'atom/master'
Merge pull request #2748 from etiktin/patch-1
Merge pull request #2747 from nekuz0r/did-fail-event-url
Merge pull request #2713 from etiktin/fix_es_translation_links
Merge pull request #2746 from atom/no-keep
Merge pull request #2743 from atom/fix-backward-compatibility
Merge pull request #2732 from John-Lin/master
Merge pull request #139 from toyoshim/sysex_permission
Merge pull request #2711 from jonatasfreitasv/master
Merge pull request #2725 from John-Lin/master
Merge pull request #2730 from preco21/master
Merge pull request #2712 from etiktin/add_chrome_version_2_gitignore
Merge pull request #2731 from deepak1556/cleanup_patch
Merge pull request #2726 from atom/fix-stdout
Merge pull request #2723 from atom/cleanup
Merge pull request #2722 from atom/fix-array-buffer
Merge remote-tracking branch 'atom/master'
Merge pull request #2719 from Rokt33r/patch-1
Merge pull request #2718 from atom/all-in-webcontents
Merge pull request #2704 from preco21/master
Merge pull request #2710 from etiktin/fix_build_failing_on_windows
Merge pull request #2705 from John-Lin/master
Merge pull request #2709 from jonatasfreitasv/master
Merge pull request #2 from atom/master
Merge remote-tracking branch 'atom/master'
Merge pull request #2459 from deepak1556/web_view_partition_patch
Merge remote-tracking branch 'atom/master'
Merge pull request #2700 from lockys/master
Merge pull request #2698 from fritx/docs-zh-cn
Merge pull request #2685 from atom/chrome45
Merge pull request #137 from atom/chrome45
Merge remote-tracking branch 'atom/master'
Merge pull request #2696 from John-Lin/master
Merge pull request #2695 from takashi/patch-1
Merge pull request #2692 from John-Lin/master
Merge pull request #2688 from huangruichang/master
Merge pull request #2690 from preco21/master
Merge pull request #2672 from atom/jl-docs-tuts
Merge pull request #2657 from atom/jl-std-docs-9
Merge pull request #2664 from atom/jl-docs-dev
Merge pull request #2693 from tcyrus/patch-1
Merge master
Merge master
Merge master
Merge pull request #2655 from atom/jl-std-docs-7
Merge pull request #2686 from astoilkov/patch-4
Merge pull request #2678 from vHanda/master
Merge remote-tracking branch 'atom/master'
Merge pull request #2682 from atom/menu-item-role
Merge pull request #2656 from atom/jl-std-docs-8
Merge pull request #2654 from atom/jl-std-docs-6
Merge pull request #2638 from atom/jl-std-docs-5
Merge pull request #2679 from carsonmcdonald/fixaddRecentDocumentlink
Merge pull request #2650 from deepak1556/webcontents_download_event_patch
Merge pull request #136 from deepak1556/browser_context_partition_patch
Merge pull request #2677 from atom/fix-more-pages-print
Merge pull request #2675 from atom/improve-node-integration
Merge pull request #2670 from preco21/master
Merge pull request #2665 from huangruichang/master
Merge pull request #2604 from atom/jl-std-docs-4
Merge branch 'master' of https://github.com/brenca/electron
Merge pull request #2642 from deepak1556/app_api_patch
Merge pull request #2658 from preco21/master
Merge pull request #2649 from fritx/docs-cn
Merge remote-tracking branch 'atom/master'
Merge pull request #2652 from SamyPesse/patch-1
Merge pull request #2643 from etiktin/patch-6
Merge pull request #2641 from deepak1556/renderer_fork_navigation_patch
Merge pull request #2639 from appetizermonster/patch-1
Merge remote-tracking branch 'atom/master'
Merge pull request #2637 from RIAEvangelist/master
Merge pull request #2635 from fscherwi/master
Merge pull request #2585 from atom/jl-std-docs-2
Merge pull request #2535 from atom/jl-br-win
Merge pull request #2602 from atom/jl-std-docs-3
Merge pull request #2619 from etiktin/ignore_native_modules_in_debug_tests_windows
Merge pull request #2614 from timruffles/patch-3
Merge pull request #1 from atom/master
Merge pull request #2613 from atom/fix-geolocation
Merge pull request #2612 from atom/disable-pinch
Merge pull request #2611 from atom/pod-optimize
Merge pull request #2608 from atom/fix-debugger
Merge pull request #2607 from atom/fix-quit
Merge pull request #2606 from atom/win-manifest
Merge pull request #2596 from deepak1556/value_converter_patch
Merge pull request #2603 from preco21/master
Merge branch 'master' into jl-std-docs-2
Merge pull request #2595 from atom/mac-tray-quick-click
Merge pull request #2594 from atom/fix-rounded-corner
Merge pull request #2571 from atom/index-entry-startup
Merge pull request #2589 from etiktin/patch-5
Merge pull request #2533 from atom/jl-snd-docs
Merge remote-tracking branch 'atom/master'
Merge pull request #2577 from preco21/master
Merge branch 'master' into jl-std-docs-2
Merge branch 'master' into jl-std-docs-3
Merge remote-tracking branch 'atom/master'
Merge pull request #2578 from christian-bromann/patch-1
Merge pull request #132 from deepak1556/devtools_title_patch
Merge pull request #2559 from etiktin/fix_test.py_errors_on_windows
Merge pull request #2556 from etiktin/fix_msg_box_no_close_btn
Merge pull request #2554 from etiktin/patch-4
Merge pull request #2550 from LeMoussel/patch-1
Merge pull request #2553 from etiktin/patch-3
Merge pull request #2547 from atom/dialog-asterisk-extension
Merge pull request #2521 from deepak1556/webcontents_fullscreen_patch
Merge branch 'master' of https://github.com/preco21/electron
Merge pull request #2568 from atom/first-crashed
Merge pull request #2557 from atom/jl-mv-translations
Merge pull request #2474 from atom/chrome44
Merge branch 'master' into chrome44
Merge pull request #127 from atom/chrome44
Merge pull request #2453 from etiktin/nativeimage_ico_support_windows
Merge pull request #2545 from mmastrac/master
Merge branch 'preco21-master'
Merge branch 'master' of https://github.com/preco21/electron into preco21-master
Merge remote-tracking branch 'atom/master'
Merge pull request #2515 from atom/fix-no-print-background
Merge pull request #2454 from etiktin/fix_asar_testing
Merge pull request #2503 from teleclimber/master
Merge pull request #2520 from etiktin/patch-2
Merge branch 'master' into nativeimage_ico_support_windows
Merge pull request #2511 from petrfelzmann/doc-github-link
Merge pull request #2509 from atom/fix-win-tray
Merge pull request #2510 from petrfelzmann/doc-formatting
Merge pull request #2508 from etiktin/fix_typo_in_init
Merge pull request #1 from teleclimber/teleclimber-win-build
Merge pull request #2476 from atom/ks-contributor-covenant
Merge pull request #2465 from atom/fix-incept-scheme
Merge pull request #2462 from atom/tray-event
Merge pull request #2461 from atom/fix-webview-crash
Merge pull request #2460 from atom/iojs-new-headers
Merge pull request #2443 from ialexryan/patch-1
Merge pull request #2456 from etiktin/update_build_md
Merge pull request #2447 from atom/fix-microtask-checkpoint
Merge pull request #2431 from atom/clean-up-native-window-2
Merge pull request #2400 from atom/thumbar_button
Merge pull request #2424 from deepak1556/web_contents_patch
Merge pull request #2423 from atom/fix-release-leak
Merge pull request #2422 from atom/resizable-resize
Merge pull request #2419 from atom/clean-native-window
Merge pull request #2418 from deepak1556/content_tracing_api_patch
Merge pull request #2410 from atom/pop_context_menu_issue
Merge pull request #131 from atom/devtools-size
Merge pull request #2412 from atom/dialog-title
Merge pull request #2411 from atom/fix-crash-reporter
Merge pull request #130 from atom/linux-notification
Merge pull request #2408 from atom/window-opener
Merge pull request #2391 from seanchas116/support-remote-promise
Merge pull request #2394 from DerNivel/fix-typos
Merge pull request #2389 from atom/resize-mask-flag
Merge pull request #2375 from deepak1556/web_frame_api_patch
Merge pull request #2383 from deepak1556/render_script_execution_patch
Merge pull request #2382 from jiaz/patch-3
Merge pull request #2381 from atom/my-status-item
Merge pull request #2377 from CtrlVP/master
Merge pull request #2376 from timruffles/patch-2
Merge pull request #2372 from atom/allow-insecure-content
Merge pull request #1 from CtrlVP/CtrlVP-patch-1
Merge pull request #2368 from dataich/master
Merge pull request #2370 from atom/osx-tray
Merge pull request #2340 from atom/set_download_path_api
Merge pull request #2327 from deepak1556/devtools_api_patch
Merge pull request #128 from deepak1556/inspectable_web_contents_api_patch
Merge pull request #2369 from atom/better-modifiers
Merge pull request #2363 from atom/mime-check
Merge pull request #129 from deepak1556/devtools_zoom_level_patch
Merge branch 'feature/modifiers-click-tray' of https://github.com/nishanths/electron into nishanths-feature/modifiers-click-tray
Merge pull request #2352 from nishanths/feature/native-image-is-template
Merge pull request #2349 from atom/mq-run-your-app
Merge pull request #2347 from deepak1556/fetch_job_headers_patch
Merge pull request #2314 from UsabilityEtc/update-api-docs
Merge pull request #2318 from craigshoemaker/patch-1
Merge pull request #2338 from atom/page_size_option
Merge pull request #2337 from nishanths/feature/bounds-tray-dblclick
Merge pull request #2328 from atom/tray-settings-propagate
Merge pull request #2350 from matiasinsaurralde/master
Merge pull request #2325 from atom/linux-min-max
Merge pull request #2323 from atom/better-spec
Merge pull request #2321 from atom/web-contents-focus
Merge pull request #2320 from atom/appcomands
Merge pull request #2316 from tengyifei/master
Merge pull request #2307 from atom/dialog-options
Merge pull request #2298 from deepak1556/default_protocol_handler_patch
Merge pull request #2250 from EyeSee360/master
Merge pull request #2302 from etiktin/patch-1
Merge pull request #4 from EyeSee360/msb/electron-pr-update
Merge pull request #2297 from atom/get-user-agent
Merge pull request #2287 from atom/fix-mac-content-size
Merge pull request #2232 from atom/status_item_view
Merge pull request #2270 from UsabilityEtc/patch-1
Merge pull request #2246 from deepak1556/session_proxy_api
Merge pull request #126 from atom/round-corner
Merge pull request #2207 from deepak1556/fetch_job_patch
Merge pull request #1 from EyeSee360/msb/aspect-ratio
Merge branch 'master' into msb/aspect-ratio
Merge pull request #2200 from atom/input_accept_attr
Merge pull request #124 from deepak1556/devtools_network_patch
Merge pull request #2234 from astoilkov/patch-1
Merge pull request #2235 from mhkeller/doc-json-fix
Merge pull request #2216 from UsabilityEtc/patch-1
Merge pull request #2214 from PButcher/patch-1
Merge pull request #2206 from dalinaum/patch-1
Merge pull request #2220 from atom/provide-user-agent
Merge pull request #2197 from deepak1556/user_agent_patch
Merge pull request #2215 from atom/delete-global
Merge pull request #2195 from atom/jl-docs-typo
Merge pull request #2211 from atom/no-heap-stl
Merge pull request #2187 from jprichardson/patch-1
Merge pull request #2179 from deepak1556/proxy_patch
Merge pull request #123 from deepak1556/proxy_patch
Merge pull request #2102 from deepak1556/storage_cleanup_api_patch
Merge pull request #2175 from atom/propagate-app-model-id
Merge pull request #2164 from hankbao/global-shortcut-doc-update
Merge pull request #2125 from deepak1556/protocol_cleanup
Merge pull request #2144 from deepak1556/clipboard_multiwrite_patch
Merge pull request #2161 from atom/close-test
Merge pull request #2159 from atom/code-of-conduct
Merge pull request #2152 from atom/task-dialog
Merge pull request #2150 from mattdesl/patch-2
Merge pull request #2146 from atom/cancel-id
Merge pull request #2133 from atom/app_dir_api
Merge pull request #2145 from atom/gtk-message-box
Merge pull request #2142 from atom/no-back-on-backspace
Merge pull request #2140 from mattdesl/patch-1
Merge pull request #2138 from atom/window-move-issue
Merge pull request #2134 from fbrinker/patch-1
Merge pull request #2136 from atom/check-object-life
Merge pull request #2131 from atom/cursors
Merge pull request #2128 from atom/no-openssl
Merge pull request #2119 from deepak1556/linux_doc_patch
Merge pull request #2117 from tommoor/patch-4
Merge pull request #2113 from atom/libchromiumcontent-mirror
Merge pull request #2109 from krainboltgreene/patch-1
Merge pull request #2105 from deepak1556/ppapi_browser_patch
Merge pull request #2093 from preco21/master
Merge pull request #2080 from deepak1556/linux_fullscreen_patch
Merge pull request #2074 from ankitaggarwal011/windows-fullscreen-bug
Merge pull request #2111 from atom/upload-in-ci
Merge pull request #2107 from atom/win-ci
Merge pull request #2094 from atom/arm
Merge pull request #2083 from johnhaley81/patch-1
Merge pull request #2087 from shainnif/patch-1
Merge pull request #2095 from atom/fix-page-key-error
Merge pull request #2092 from atom/download-clang
Merge pull request #2077 from atom/iojs-latest
Merge pull request #2066 from atom/doc-type-error
Merge pull request #2063 from darwin/missing-overrides
Merge pull request #121 from darwin/missing-overrides
Merge pull request #2060 from geelen/patch-1
Merge pull request #2002 from atom/app-commands-win32
Merge pull request #2054 from deepak1556/proxy_patch
Merge pull request #2057 from atom/app-gpu-crash
Merge pull request #1941 from deepak1556/certificate_api_patch
Merge pull request #2051 from atom/detach-web-contents
Merge pull request #2046 from atom/id-weak-map
Merge pull request #2025 from atom/power-save-blocker-api
Merge pull request #2043 from atom/default-session
Merge pull request #2027 from deepak1556/devtools_file_save_patch
Merge pull request #2039 from atom/cleanup-web-contents-js
Merge pull request #2030 from deepak1556/file_download_patch
Merge pull request #2014 from atom/enable-zygote
Merge pull request #2034 from hongrich/internalModuleReadFile-asar-unpack
Merge pull request #2028 from preco21/master
Merge pull request #2019 from atom/pdf-api-doc
Merge pull request #1981 from atom/cookies-api
Merge pull request #2009 from deepak1556/webview_patch
Merge pull request #2024 from atom/dev-tools-doc
Merge pull request #1998 from deepak1556/process_patch
Merge pull request #1970 from deepak1556/scheme_patch
Merge pull request #2004 from atom/remove-global-browser-context
Merge pull request #1997 from deepak1556/api_app_patch
Merge pull request #120 from atom/osx-image-on-109-only
Merge pull request #118 from atom/osx-notification-image
Merge pull request #1835 from hokein/pdf-api
Merge pull request #1995 from atom/request-http-job
Merge pull request #1994 from atom/paulcbetts-patch-1
Merge branch 'ralphtheninja-master'
Merge pull request #1979 from deepak1556/remote_args_patch
Merge pull request #1980 from magicae/set-audio-mute
Merge pull request #117 from deepak1556/gyp_defines_patch
Merge pull request #1967 from j13z/patch-1
Merge pull request #41 from masom/masom-patch-1
Merge pull request #1951 from sotayamashita/translate/quick-start-jp.md
Merge pull request #1932 from samueleaton/master
Merge branch 'master' of https://github.com/mattotodd/electron into mattotodd-master
Merge branch 'master' of https://github.com/atom/electron
Merge branch 'master' of https://github.com/atom/electron
Merge pull request #1859 from deepak1556/client_certificate_patch
Merge pull request #115 from deepak1556/cert_store_patch
Merge pull request #1925 from atom/update-iojs
Merge pull request #1921 from samueleaton/patch-1
Merge pull request #1918 from kirkouimet/master
Merge branch 'master' of https://github.com/alexwarren/electron into alexwarren-master
Merge pull request #1911 from thomastuts/doc-fixes
Merge pull request #1922 from atom/remote-clipboard
Merge pull request #38 from mattdesl/patch-1
Merge pull request #1907 from timruffles/patch-1
Merge pull request #1882 from atom/get_uploaded_report_api
Merge pull request #1906 from atom/guest-owner-window
Merge pull request #1873 from atom/multiline-headers
Merge pull request #1883 from atom/http-referer-doc
Merge pull request #116 from atom/delete-requests
Merge pull request #1848 from Bitbored/master
Merge pull request #114 from deepak1556/webcontents_patch
Merge pull request #1880 from deepak1556/net_log_patch
Merge pull request #113 from deepak1556/net_log_patch
Merge pull request #1899 from kirkouimet/guard-for-in-loop
Merge pull request #1886 from BobCochran/linux-build-instructions-issue-1809
Merge pull request #1885 from lucidogen/patch-1
Merge pull request #1884 from lucidogen/master
Merge pull request #1894 from samccone/patch-5
Merge pull request #1889 from samccone/patch-2
Merge pull request #1890 from samccone/patch-3
Merge pull request #1891 from samccone/patch-4
Merge pull request #1860 from atom/dialog-show-file-name
Merge pull request #1897 from atom/dumpsyms
Merge branch 'linux-build-instructions-issue-vm' into linux-build-instructions-issue-1809 Edit the virtual machine section of the instructions.
Merge pull request #1874 from atom/fewer-code
Merge pull request #1867 from deepak1556/devtools_workspace_patch
Merge pull request #112 from atom/devtools-load-network-resources
Merge pull request #111 from deepak1556/devtools_workspace_patch
Merge pull request #1863 from atom/default-menu
Merge pull request #1822 from hokein/crashpad-mac
Merge pull request #1837 from deepak1556/render_client_patch
Merge pull request #1839 from deepak1556/devtools_api_patch
Merge pull request #1850 from atom/webview-update-process-id
Merge pull request #1849 from atom/remove-devtools-hack
Merge pull request #1814 from fraserxu/master
Merge pull request #110 from aroben/devtools-security
Merge pull request #1834 from hokein/master
Merge pull request #1811 from atom/new-webview
Merge pull request #1785 from deepak1556/browser_client_patch
Merge pull request #1799 from atom/linux-travis-ci
Merge pull request #1752 from deepak1556/clipboard_patch
Merge pull request #1797 from deepak1556/response_headers_patch
Merge pull request #1792 from atom/jl-cmd
Merge pull request #1719 from deepak1556/service_worker_patch
Merge pull request #1738 from deepak1556/http_ptach
Merge pull request #1689 from deepak1556/ftp_patch
Merge pull request #1633 from deepak1556/window_event_patch
Merge pull request #107 from deepak1556/devtools_patch
Merge pull request #1669 from hokein/pdf-dll
Merge pull request #106 from hokein/pdf-dll
Merge pull request #1763 from samccone/patch-4
Merge pull request #1761 from samccone/patch-3
Merge pull request #1760 from samccone/patch-2
Merge pull request #1755 from atom/chrome43
Merge pull request #109 from atom/chrome43
Merge pull request #1708 from kevva/patch-1
Merge pull request #31 from ingorichter/ingo/update-electron-to-0.26.1
Merge pull request #1724 from atom/jl-contrib
Merge pull request #1706 from hammerandchisel/crash-reporter-reinit
Merge pull request #1741 from atom/gtk-tray-click
Merge pull request #1616 from deepak1556/webview_fullscreen_patch
Merge pull request #1710 from deepak1556/screen_patch
Merge pull request #1730 from deepak1556/webview_navigation_patch
Merge pull request #1713 from deepak1556/navigation_patch
Merge pull request #1705 from hammerandchisel/node-not-in-path
Merge pull request #1701 from CharlieHess/paste-and-match-style
Merge pull request #1737 from magicae/patch-1
Merge pull request #1604 from deepak1556/contents_event_patch
Merge pull request #1668 from deepak1556/carsh_events_patch
Merge pull request #1663 from khornberg/patch-1
Merge pull request #1734 from atom/forked-original-fs
Merge pull request #1660 from deepak1556/filesysem_patch
Merge pull request #108 from atom/no-incremental-linking
Merge pull request #1596 from deepak1556/protocol_interceptor_patch
Merge pull request #1651 from magicae/ppapi-description-patch
Merge pull request #1732 from atom/web-preferences
Merge pull request #1587 from atom/agent-as-attribute
Merge pull request #1670 from joshaber/infer-textured
Merge pull request #1703 from tommoor/patch-3
Merge pull request #1696 from campersau/patch-1
Merge branch 'master' of https://github.com/atom/atom-shell
Merge remote-tracking branch 'atom/master'
Merge pull request #30 from RnbWd/scripts2
Merge pull request #1657 from atom/msvcrt
Merge pull request #1646 from atom/navigation-in-page
Merge pull request #1600 from deepak1556/protocol_error_patch
Merge pull request #1642 from atom/archive-update-header
Merge pull request #1634 from federicobond/patch-1
Merge pull request #1554 from deepak1556/favicon_patch
Merge pull request #1585 from joshaber/no-texture
Merge pull request #1601 from hokein/fix-out-of-bound
Merge pull request #1636 from atom/ns-mainscreen
Merge pull request #1635 from fengmk2/patch-1
Merge pull request #1558 from deepak1556/ppapi_patch
Merge pull request #1532 from hokein/win-print
Merge pull request #102 from hokein/win-print
Merge pull request #1614 from atom/download-x64-directxsdk
Merge pull request #1584 from atom/upload-mksnapshot
Merge pull request #1571 from deepak1556/basic_auth_patch
Merge pull request #104 from atom/enable-ntlm-auth
Merge pull request #1512 from hokein/add-win-key
Merge pull request #1579 from atom/upgrade-libchromiumcontent
Merge pull request #1575 from atom/electron-rebuild-notes
Merge pull request #1568 from atom/tray-getposition
Merge pull request #1565 from chicoxyzzy/patch-1
Merge pull request #1548 from MaxGraey/fix-docs
Merge pull request #1551 from atom/log-preload-errors
Merge pull request #1543 from deepak1556/tray_icon_patch
Merge pull request #1545 from deepak1556/windows_patch
Merge pull request #1519 from atom/reenable-npapi
Merge pull request #18 from hemanth/patch-1
Merge pull request #1535 from deepak1556/contents_patch
Merge pull request #1540 from atom/webview-beforeunload
Merge pull request #1538 from leemac/patch-1
Merge pull request #1525 from deepak1556/dom_event_patch
Merge pull request #13 from JamesKyburz/issue-9
Merge pull request #1521 from deepak1556/title_patch
Merge pull request #1533 from atom/iojs-headers
Merge pull request #1527 from frewsxcv/patch-1
Merge pull request #1477 from atom/dont-rig-app-name
Merge pull request #1520 from atom/disable-auto-hide-cursor
Merge pull request #1514 from mnquintana/patch-1
Merge pull request #1505 from atom/default-help-menu
Merge pull request #1495 from bendrucker/grammar
Merge pull request #1502 from atom/renderer-restart
Merge pull request #1491 from atom/minimal-mac-menu
Merge pull request #1455 from deepak1556/fullscreen_patch
Merge pull request #1461 from deepak1556/webview_devtools_patch
Merge pull request #1438 from deepak1556/api_web_view_patch
Merge pull request #1453 from deepak1556/asar_patch
Merge branch 'master' of https://github.com/MaxGraey/electron into MaxGraey-master
Merge pull request #1481 from bhargavrpatel/patch-1
Merge pull request #1480 from lazaruslarue/patch-1
Merge pull request #1476 from mnquintana/patch-2
Merge pull request #1475 from mnquintana/patch-1
Merge branch 'api_content_tracing_patch' of https://github.com/deepak1556/atom-shell into deepak1556-api_content_tracing_patch
Merge pull request #1464 from bnvk/patch-1
Merge pull request #1466 from gappsby/master
Merge pull request #1454 from atom/chrome42
Merge pull request #100 from atom/chrome42
Merge pull request #99 from paulcbetts/ubuntu-notifications
Merge pull request #1 from atom/master
Merge pull request #1426 from deepak1556/api_pm_patch
Merge branch 'NKMR6194-master'
Merge branch 'master' of https://github.com/NKMR6194/electron into NKMR6194-master
Merge pull request #1 from deepak1556/converter_patch
Merge pull request #1428 from SimplyAhmazing/master
Merge pull request #1437 from maxogden/patch-2
Merge pull request #1421 from tommoor/patch-2
Merge pull request #1446 from atom/fix-debugger
Merge pull request #12 from steelbrain/patch-1
Merge pull request #1389 from atom/rename-to-electron
Merge pull request #1430 from simurai/rename-to-electron-icon
Merge pull request #1411 from theojulienne/accessibility-support
Merge pull request #1409 from deepak1556/webcontents_geturl_patch
Merge pull request #1382 from deepak1556/webcontents_patch
Merge pull request #1387 from deepak1556/shell_patch
Merge pull request #1386 from deepak1556/web_contents_patch
Merge pull request #1383 from deepak1556/nativeimage_patch
Merge pull request #1373 from FoldingText/position-menu-items
Merge branch 'master' into rename-to-electron
Merge pull request #1405 from atom/win_64bit
Merge pull request #98 from atom/win_64bit
Merge pull request #1384 from atom/component_build
Merge pull request #1402 from Tribex/patch-1
Merge pull request #97 from atom/component_build
Merge pull request #1363 from deepak1556/native_window_mac_patch
Merge pull request #1377 from tommoor/patch-1
Merge pull request #1356 from deepak1556/web_view_patch
Merge pull request #1353 from deepak1556/args_patch
Merge pull request #1350 from joshuabenuck/patch-1
Merge pull request #1337 from deepak1556/api_devtools_window_patch
Merge pull request #1358 from LMGTech/master
Merge pull request #1343 from atom/node_lib
Merge pull request #96 from deepak1556/web_contents_patch
Merge pull request #1342 from atom/iojs-update
Merge pull request #1340 from atom/zip_verify_file_exist
Merge pull request #1339 from evlogii/patch-1
Merge pull request #1332 from anhulife/patch-1
Merge pull request #95 from hokein/webui
Merge pull request #1309 from hokein/workspace-visible-api
Merge pull request #1311 from deepak1556/api_shell_patch
Merge pull request #1324 from vprasanth/master
Merge pull request #1256 from deepak1556/process_arg_patch
Merge pull request #1327 from atom/d3dcompiler_47
Merge pull request #1313 from ArtskydJ/browser-side-to-main-process
Merge pull request #1323 from atom/no-zygote
Merge pull request #1317 from deepak1556/api_window_patch
Merge pull request #1307 from deepak1556/api_windows_patch
Merge pull request #1304 from atom/restore-window-state
Merge pull request #1303 from atom/write-image
Merge pull request #1297 from deepak1556/api_tray_patch
Merge pull request #1295 from deepak1556/app_patch
Merge pull request #1290 from deepak1556/protocol_patch
Merge pull request #1294 from atom/catch-sign
Merge pull request #1288 from deepak1556/native_window_mac_patch
Merge pull request #1284 from atom/subpixel-font
Merge pull request #1275 from lygstate/master
Merge pull request #1261 from deepak1556/asar_lib_patch
Merge pull request #1267 from atom/asar-unpacked
Merge pull request #1208 from deepak1556/protocol
Merge pull request #1254 from austinmoore-/master
Merge pull request #1240 from suyash/rename-node-webkit-to-nwjs
Merge pull request #1243 from atom/chrome41
Merge pull request #94 from atom/chrome41
Merge pull request #1235 from suyash/update-linux-development-docs
Merge pull request #1238 from deepak1556/browser_window_lib_patch
Merge pull request #1242 from deepak1556/web_contents_patch
Merge pull request #1241 from ylaassel/patch-1
Merge pull request #1224 from deepak1556/chromium_flag_patch
Merge pull request #1225 from deepak1556/remote_lib_patch
Merge pull request #1215 from deepak1556/dialog_patch
Merge pull request #1209 from deepak1556/webcontents_patch
Merge pull request #1210 from paulyoung/update-readme
Merge pull request #1199 from deepak1556/protocol_asar_patch
Merge pull request #1206 from joaomoreno/patch-1
Merge pull request #1202 from xfq/patch-2
Merge pull request #1203 from xfq/patch-3
Merge pull request #1204 from xfq/patch-4
Merge pull request #1200 from xfq/patch-1
Merge pull request #1137 from bundyo/implement-some-popup-methods
Merge pull request #1192 from senorflor/fix-error-text
Merge pull request #1177 from maxogden/patch-1
Merge pull request #1176 from CharlieHess/before-quit-event
Merge pull request #1167 from mal/patch-1
Merge pull request #1148 from bundyo/fix-window-open-options
Merge pull request #1158 from beardicus/patch-1
Merge pull request #1136 from atom/no-js
Merge pull request #1134 from atom/menu-icon
Merge pull request #1129 from atom/asar-image
Merge pull request #1128 from atom/native-image
Merge pull request #1122 from atom/window-type
Merge pull request #1106 from paulcbetts/set-overlay-icon
Merge pull request #1107 from yoshuawuyts/patch-1
Merge pull request #1100 from christoth/master
Merge pull request #1098 from dpatou/patch-1
Merge pull request #1097 from atom/fix-webview-race-condition
Merge pull request #1096 from atom/generic-asar-support
Merge pull request #1092 from paulcbetts/patch-2
Merge pull request #88 from brightray/chrome40
Merge pull request #91 from dcposch/master
Merge pull request #1082 from atom/graceful-asar
Merge pull request #1081 from xfq/osx
Merge pull request #1077 from atom/asar-standard
Merge pull request #1002 from atom/chrome40
Merge pull request #1059 from atom/ipc-preload
Merge pull request #90 from hokein/fix-c++11-mac
Merge pull request #1044 from atom/load-environment-later
Merge pull request #1052 from gappsby/patch-1
Merge pull request #1034 from atom/index-js
Merge pull request #1027 from fengmk2/mirror
Merge pull request #1029 from atom/editing-commands
Merge pull request #1026 from atom/set-data-path
Merge pull request #89 from brightray/user-data-path
Merge pull request #1016 from atom/screen-improve
Merge pull request #1019 from atom/locale-in-node
Merge pull request #1009 from atom/better-emit
Merge pull request #949 from atom/window-transparency
Merge branch 'master' into window-transparency
Merge pull request #1000 from yibuyisheng/master
Merge pull request #990 from deepak1556/chrome_extension_patch
Merge pull request #985 from atom/set-safe-schema
Merge pull request #977 from atom/dialog-icon
Merge pull request #972 from atom/template-image
Merge pull request #966 from ttilley/master
Merge pull request #962 from atom/fix-rename-bundle
Merge pull request #942 from atom/spell-check-client
Merge pull request #938 from omo/show-definition-for-selection
Merge pull request #934 from atom/webview-websecurity
Merge pull request #931 from atom/will-navigate
Merge pull request #924 from atom/webview-ipc-message
Merge pull request #84 from brightray/chrome39
Merge pull request #923 from ffdd/patch-1
Merge pull request #922 from atom/dialog-thread
Merge pull request #919 from paulcbetts/nullref-in-webview-manager
Merge pull request #904 from atom/chrome39
Merge pull request #8 from eyeofhell/master
Merge pull request #910 from sonnyp/patch-1
Merge branch 'master' into chrome39
Merge pull request #901 from IgorKlopov/patch-1
Merge pull request #902 from IgorKlopov/patch-2
Merge pull request #898 from paulcbetts/dont-hardcode-atom-helper
Merge pull request #85 from paulcbetts/default-framework-name
Merge pull request #83 from IgorKlopov/patch-1
Merge pull request #872 from atom/tray-balloon
Merge pull request #870 from joaomoreno/popup
Merge pull request #867 from IgorKlopov/patch-2
Merge pull request #866 from bwin/fix-typo
